"","tourney_country","home_advan","tourney_name","surface","hard","clay","grass","tourney_level","gs_or_lower","X.3","winner_hand","winner_ioc","winner_age","X.4","loser_hand","loser_ioc","loser_age","left_hand_advan","score","round","round_no","minutes","w_fatigue","l_fatigue","w_SvGms","w_bpSaved","w_bpFaced","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_1stin_pc","w_svptWon_pc","w_rtnsvWon_pc","w_sgWon_pc","w_rtngWon_pc","w_avg_1stin_pc","w_avg_svptWon_pc","w_avg_rtnsvWon_pc","w_avg_sgWon_pc","w_avg_rtngWon_pc","w_avg_1stin_os_pc","w_avg_svptWon_os_pc","w_avg_rtnsvWon_os_pc","w_avg_sgWon_os_pc","w_avg_rtngWon_os_pc","w_avg_1stin_hth_pc","w_avg_svptWon_hth_pc","w_avg_rtnsvWon_hth_pc","w_avg_sgWon_hth_pc","w_avg_rtngWon_hth_pc","w_avg_1stin_hth_os_pc","w_avg_svptWon_hth_os_pc","w_avg_rtnsvWon_hth_os_pc","w_avg_sgWon_hth_os_pc","w_avg_rtngWon_hth_os_pc","l_SvGms","l_bpSaved","l_bpFaced","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_1stin_pc","l_svptWon_pc","l_rtnsvWon_pc","l_sgWon_pc","l_rtngWon_pc","l_avg_1stin_pc","l_avg_svptWon_pc","l_avg_rtnsvWon_pc","l_avg_sgWon_pc","l_avg_rtngWon_pc","l_avg_1stin_os_pc","l_avg_svptWon_os_pc","l_avg_rtnsvWon_os_pc","l_avg_sgWon_os_pc","l_avg_rtngWon_os_pc","l_avg_1stin_hth_pc","l_avg_svptWon_hth_pc","l_avg_rtnsvWon_hth_pc","l_avg_sgWon_hth_pc","l_avg_rtngWon_hth_pc","l_avg_1stin_hth_os_pc","l_avg_svptWon_hth_os_pc","l_avg_rtnsvWon_hth_os_pc","l_avg_sgWon_hth_os_pc","l_avg_rtngWon_hth_os_pc","winner_rank","winner_rank_points","loser_rank","loser_rank_points","w_hth","l_hth","w_hth_os","l_hth_os","w_mw_pc","w_mw_os_pc","l_mw_pc","l_mw_os_pc","win_lose","w_mplayed","l_mplayed","w_mplayed_os","l_mplayed_os","hth_mplayed","hth_mplayed_os","w_co_avg_svptWon_pc","w_co_avg_rtnsvWon_pc","w_co_avg_sgWon_pc","w_co_avg_rtngWon_pc","w_tbwon_pc","l_tbwon_pc","w_tbplayed","l_tbplayed","set1","set2","set3","set4","set5","l_co_avg_svptWon_pc","l_co_avg_rtnsvWon_pc","l_co_avg_sgWon_pc","l_co_avg_rtngWon_pc","w_co_mw_pc","l_co_mw_pc","w_co_mplayed","l_co_mplayed","w_co_avg_svptWon_os_pc","w_co_avg_rtnsvWon_os_pc","w_co_avg_sgWon_os_pc","w_co_avg_rtngWon_os_pc","l_co_avg_svptWon_os_pc","l_co_avg_rtnsvWon_os_pc","l_co_avg_sgWon_os_pc","l_co_avg_rtngWon_os_pc","w_co_mw_os_pc","l_co_mw_os_pc","w_co_mplayed_os","l_co_mplayed_os","Avgoddsw","Averoddsl","AS_home_advan","AS_sur_hard","AS_sur_clay","AS_sur_grass","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_odds","AS_win_lose","AS_win_lose_binary","surface.LR.","AS_rank"
"14","NED",0,"Rotterdam","Hard",1,0,0,"A",0,"Grigor Dimitrov","R","BUL",26.74606434,"Andrey Rublev","R","RUS",20.31485284,0,"6-3 6-4","QF",3,76,209,198,10,2,2,66,45,37,10,0.681818182,0.712121212,0.37037037,1,0.222222222,NA,0.674802464,0.380748161,0.846026924,0.238052705,NA,0.678812088,0.385955185,0.857510947,0.245538412,NA,0.609859155,0.381558824,0.775,0.216718267,NA,0.609859155,0.381558824,0.775,0.216718267,9,1,3,54,37,26,8,0.685185185,0.62962963,0.287878788,0.777777778,0,NA,0.608542554,0.388553641,0.739170498,0.260135547,NA,0.608283447,0.384153837,0.743788607,0.255386158,NA,0.618441177,0.390140845,0.783281734,0.225,NA,0.618441177,0.390140845,0.783281734,0.225,5,4425,34,1355,0.5,0.5,0.5,0.5,0.669230769,0.727272727,0.5625,0.558823529,"L",130,48,99,34,2,2,0.658371955,0.402475485,0.823232692,0.288048486,0.639344262,0.434782609,61,23,"6-3","6-4","","","",0.59211798,0.370012972,0.701562546,0.224307189,0.699242424,0.431818182,45,26,0.64413046,0.3825358,0.817769959,0.231986158,0.586384677,0.360966665,0.706101437,0.211200374,0.67,0.4,31,17,1.47,2.71,0,1,0,0,0,0,-6.4312115,-11,-3070,0.615130158176002,0.365403122409308,0.756398840849054,0.235169384082277,0.611808299760374,0.361398073037948,0.751812689551138,0.229478679432812,0.618441176381559,0.390140845,0.783281733216718,0.225,0.618441176381559,0.390140845,0.783281733216718,0.225,0.595336688643938,0.359800073187965,0.708927571858354,0.214127588904656,0.605193811999496,0.359136103389013,0.75270309591931,0.2052540945318,0.456674473153475,0.434511434422526,0.5,0.5,0.381781647870424,0.373831775700935,0.40477770432763,2.71,"L",0,"Hard",-29
"15","USA",0,"Delray Beach","Hard",1,0,0,"A",0,"Jack Sock","R","USA",24.40793977,"Donald Young","L","USA",27.58110883,-1,"6-4 7-6(2)","SF",2,92,254,207,11,0,1,65,31,27,20,0.476923077,0.723076923,0.391891892,0.909090909,0.181818182,NA,0.669107225,0.361566145,0.848470337,0.224214317,NA,0.672175773,0.36563688,0.847781265,0.228642195,NA,0.716127402,0.422911788,0.866666667,0.35,NA,0.716127402,0.422911788,0.866666667,0.35,11,2,4,74,42,31,14,0.567567568,0.608108108,0.276923077,0.818181818,0.090909091,NA,0.615665326,0.364582706,0.750460599,0.215576175,NA,0.616788158,0.367141943,0.7583275,0.217400862,NA,0.577088213,0.283872599,0.65,0.133333334,NA,0.577088213,0.283872599,0.65,0.133333334,21,1855,69,726,1,0,1,0,0.684684685,0.705128205,0.480519481,0.517241379,"W",111,77,78,58,2,2,0.678308953,0.363196878,0.86587102,0.220082141,0.584615385,0.681818182,65,22,"6-4","7-6(2)","","","",0.612661225,0.360879943,0.748037495,0.205561903,0.741935484,0.462365591,51,44,0.660015339,0.359289154,0.837676217,0.206870735,0.622163804,0.366211002,0.771418142,0.210788966,0.65942029,0.536231884,32,28,1.2,4.48,0,1,0,0,0,-1,-3.17316906,47,1129,0.647299741376701,0.369990279406382,0.797399669498658,0.23004010190409,0.646747152148035,0.37217789231467,0.795902638159831,0.231660805958181,0.716127401283873,0.422911787577088,0.866666666133333,0.35,0.716127401283873,0.422911787577088,0.866666666133333,0.35,0.652729215651665,0.372182058931984,0.808143003087464,0.227329487819623,0.643147922276924,0.36607883350024,0.798954729810994,0.211461808330465,0.587609197579886,0.57685352632269,1,1,0.616071428816087,0.551515151596253,0.461623412576524,1.2,"W",1,"Hard",48
"16","CHN",0,"Zhuhai","Hard",1,0,0,"A",0,"Adrian Mannarino","L","FRA",31.23340178,"Damir Dzumhur","R","BIH",27.34291581,-1,"6-1 6-4","QF",3,77,107,206,9,0,1,50,31,26,10,0.62,0.72,0.490196078,0.888888889,0.5,NA,0.626051054074767,0.365355871457944,0.758809720186916,0.229378263523365,NA,0.636039343605634,0.369745055619718,0.773283235464789,0.238770133366197,NA,0.540983607,0.365079365,0.6,0.181818182,NA,0,0,0,0,8,4,8,51,25,12,14,0.490196078,0.509803922,0.28,0.5,0.111111111,NA,0.595064208568182,0.381916423102273,0.704807832022727,0.24673443325,NA,0.593372118344262,0.377073431344262,0.699398510278688,0.233261262442623,NA,0.634920635,0.459016393,0.818181818,0.4,NA,0,0,0,0,61,971,93,586,0,1,0,0,0.485981308411215,0.47887323943662,0.488636363636364,0.491803278688525,"L",107,88,71,61,1,0,0.63333899384,0.36360313597,0.77597452055,0.2130534401,0.545454545454545,0.5,44,32,"6-1","6-4","","","",0.56037286125,0.376984496176667,0.625505770576667,0.245811808543333,0.53,0.34,40,36,0.639495166041667,0.373165298760417,0.771508229447917,0.2182958866875,0.557459719078125,0.366763971296875,0.623409614734375,0.226666215734375,0.479166666666667,0.34375,24,21,1.87,1.94,0,1,0,0,0,-1,-3.89048597,99,-385,0.619587429442328,0.378897565397532,0.754461916510031,0.245374041912202,0.616095460017676,0.372192948966526,0.745493376927895,0.231744610325295,0.634920635,0.459016393,0.818181818,0.4,0,0,0,0,0.606479890101057,0.373132466879937,0.745929163513595,0.240570657038885,0.599016476445985,0.364482624492663,0.740650516934085,0.227080764117318,0.501362100904435,0.506660323501427,1,0,0.390804597701149,0.417721518987342,0.478260869565217,1.94,"L",0,"Hard",-32
"17","ESP",0,"Madrid Masters","Clay",0,1,0,"M",1,"Alexander Zverev","R","GER",21.045859,"Dominic Thiem","R","AUT",24.67351129,0,"6-4 6-4","F",1,78,280,488,10,0,0,54,35,29,13,0.648148148,0.777777778,0.339285714,1,0.2,NA,0.666587114,0.38627103,0.838543847,0.262794036,NA,0.660788624,0.412724107,0.810830372,0.316365963,NA,0.572252566,0.373916238,0.682533256,0.234175824,NA,0.541947404,0.360675301,0.617408907,0.190659341,10,2,4,56,36,26,11,0.642857143,0.660714286,0.222222222,0.8,0,NA,0.662595921,0.384409242,0.828186221,0.256223574,NA,0.662831407,0.418889545,0.821182158,0.320051947,NA,0.626083762,0.427747434,0.765824176,0.317466744,NA,0.639324699,0.458052596,0.809340659,0.382591093,3,5195,7,3545,0.2,0.8,0,1,0.716312057,0.785714286,0.685314685,0.810344828,"L",141,143,42,58,5,3,0.665063477,0.393981345,0.833442312,0.270412442,0.654545455,0.527272727,55,55,"6-4","6-4","","","",0.664834185,0.374546543,0.847355347,0.242849157,0.709722222,0.654166667,87,88,0.644374296,0.390012308,0.78419854,0.286767853,0.665679794,0.404294738,0.815064469,0.286105759,0.607142857,0.773809524,15,23,1.98,1.84,0,0,1,0,1,0,3.62765229,208,-1650,0.631725425582601,0.365756969380016,0.759121180870278,0.234043842632763,0.616268893955017,0.387976303520128,0.721887841789156,0.283010832889324,0.626083762,0.427747434,0.765824176,0.317466744,0.639324699,0.458052596,0.809340659,0.382591093,0.627903696312426,0.360276003303623,0.758078158396458,0.225635122078627,0.630562445943164,0.385531301956991,0.739735486721363,0.267312538375593,0.488942358521296,0.507716049419458,0.8,1,0.479633401427321,0.560344827704816,0.446153845854438,1.84,"L",0,"Clay",-4
"18","AUS",0,"Australian Open","Hard",1,0,0,"G",1,"Stan Wawrinka","R","SUI",31.80561259,"Martin Klizan","L","SVK",27.51813826,-1,"4-6 6-4 7-5 4-6 6-4","R128",7,204,0,0,26,11,16,160,102,78,27,0.6375,0.65625,0.356687898,0.807692308,0.230769231,NA,0.674473662,0.370038002,0.856147366,0.227082879,NA,0.669033547,0.362420923,0.851315965,0.216180037,NA,0,0,0,0,NA,0,0,0,0,26,10,16,157,120,77,24,0.76433121,0.643312102,0.34375,0.769230769,0.192307692,NA,0.608440076,0.367408792,0.726778233,0.232588772,NA,0.603950571,0.352213021,0.714816103,0.203185944,NA,0,0,0,0,NA,0,0,0,0,4,5155,34,1230,0,0,0,0,0.729323308,0.733333333,0.485714286,0.421052632,"W",133,70,90,38,0,0,0.695549627,0.377286689,0.884789577,0.233853484,0.658823529,0.612903226,85,31,"4-6","6-4","7-5","4-6","6-4",0.586618494,0.358066218,0.6741689,0.19797238,0.812820513,0.403846154,57,33,0.673572777,0.368913246,0.856374873,0.227096365,0.588578573,0.371724181,0.670454975,0.214153259,0.788461538,0.384615385,25,16,1.05,10.2,0,1,0,0,1,-1,4.28747433,0,3925,0.647360610988848,0.37817710004945,0.786368097942203,0.238067026890179,0.655114609893112,0.375032712833725,0.807315717244472,0.232202935878982,0,0,0,0,0,0,0,0,0.660154866027095,0.391414732127237,0.817159830265444,0.257541540958312,0.644384135861993,0.385291277355551,0.799955505513049,0.253017688102388,0.600247524522274,0.635258358325588,0,0,0.668071654337515,0.672131147191615,0.518054311910737,1.05,"W",1,"Hard",30
"19","GBR",0,"Tour Finals","Hard",1,0,0,"F",1,"Grigor Dimitrov","R","BUL",26.49691992,"Jack Sock","R","USA",25.13620808,0,"4-6 6-0 6-3","SF",2,119,319.3234848,372.3234848,13,4,6,92,59,40,17,0.641304348,0.619565217,0.447368421,0.846153846,0.416666667,NA,0.67554367,0.379338636,0.845046204,0.234239179,NA,0.679828671,0.384152922,0.856337183,0.240594951,NA,0.666512303,0.317362016,0.847089947,0.081481481,NA,0.666435121,0.336619948,0.877777778,0.122222222,12,3,8,76,47,29,13,0.618421053,0.552631579,0.380434783,0.583333333,0.153846154,NA,0.662430453,0.3644174,0.836790286,0.206466498,NA,0.667052676,0.367272497,0.844406577,0.213146626,NA,0.682637984,0.333487697,0.918518519,0.152910053,NA,0.663380053,0.333564879,0.877777778,0.122222222,6,3650,9,2765,0,1,0,1,0.651162791,0.704081633,0.669811321,0.7,"L",129,106,98,80,3,2,0.683806158,0.378885728,0.855856547,0.235913637,0.64516129,0.639344262,62,61,"4-6","6-0","6-3","","",0.661495112,0.368224172,0.827346781,0.22170194,0.674242424,0.613636364,81,71,0.680803403,0.377554304,0.85411076,0.220985824,0.66097816,0.36092254,0.829167758,0.215871227,0.661904762,0.60952381,58,49,1.4,2.95,0,1,0,0,1,0,-1.36071184,53,-885,0.635870712612399,0.350414463110624,0.781295298911314,0.196351882014641,0.634559668697655,0.350751683050362,0.778253813666519,0.199298600134301,0.682637984,0.333487697,0.918518519,0.152910053,0.66338005233662,0.333564879,0.877777778,0.122222222,0.635820159856077,0.350012886035329,0.778122430774057,0.205744692909648,0.636454018446553,0.346465922659661,0.789568090051042,0.201752206693924,0.507058628110344,0.49854651150472,1,1,0.476470588472803,0.479400749222741,0.497735693710727,2.95,"L",0,"Hard",-3
"20","AUT",0,"Vienna","Hard",1,0,0,"A",0,"Diego Schwartzman","R","ARG",25.18548939,"Fabio Fognini","R","ITA",30.41752225,0,"6-1 2-6 6-2","R32",5,88,0,0,12,0,2,58,32,26,16,0.551724138,0.724137931,0.434210526,0.833333333,0.363636364,NA,0.601020463,0.429101852,0.714384066,0.34748796,NA,0.619186756,0.414834052,0.767149156,0.310293835,NA,0.513157895,0.482758621,0.5,0.416666667,NA,0,0,0,0,11,5,9,76,42,22,21,0.552631579,0.565789474,0.275862069,0.636363636,0.166666667,NA,0.612112627,0.390198423,0.743877625,0.28209606,NA,0.607114179,0.378143399,0.740336704,0.258646967,NA,0.517241379,0.486842105,0.583333333,0.5,NA,0,0,0,0,26,1720,27,1635,0,1,0,0,0.548387097,0.577777778,0.568627451,0.557692308,"W",93,102,45,52,1,0,0.589502969,0.447577013,0.693254582,0.394415798,0.433333333,0.512195122,30,41,"6-1","2-6","6-2","","",0.596356718,0.391854373,0.720482469,0.289031653,0.543010753,0.516129032,50,51,0.618325981,0.421215354,0.755933495,0.343856492,0.594526319,0.374437199,0.721073556,0.242880356,0.6,0.5,18,19,1.7,2.14,0,1,0,0,0,0,-5.23203286,0,85,0.606344846217952,0.412116677835787,0.716907490034578,0.318397395681118,0.620844314087746,0.405924722423635,0.747857336169714,0.29534058213779,0.513157895,0.482758621,0.5,0.416666667,0,0,0,0,0.600701644315002,0.428740828760518,0.705756181140012,0.353768419661558,0.622833313580385,0.414687479303608,0.756831209582415,0.322891153879809,0.490939977444233,0.508844561493802,0,0,0.512690355598341,0.545454545454545,0.458297506234225,1.7,"W",1,"Hard",1
"21","FRA",-1,"Paris Masters","Hard",1,0,0,"M",1,"Roberto Bautista Agut","R","ESP",29.54414784,"Jeremy Chardy","R","FRA",30.71321013,0,"6-4 6-1","R32",5,71,0,66,9,3,4,55,30,21,16,0.545454545,0.672727273,0.462962963,0.888888889,0.5,NA,0.646614665,0.402858108,0.799252274,0.2870775,NA,0.656820933,0.404672904,0.815502107,0.288806212,NA,0.58421978,0.406259183,0.745989305,0.247159091,NA,0,0,0,0,8,6,10,54,31,21,8,0.574074074,0.537037037,0.327272727,0.5,0.111111111,NA,0.646475256,0.367505737,0.782992521,0.222484686,NA,0.651513866,0.367513553,0.799484956,0.237023016,NA,0.593740817,0.41578022,0.752840909,0.254010696,NA,0,0,0,0,23,1935,88,615,0.5,0.5,0,0,0.661538462,0.67816092,0.445945946,0.452380952,"W",130,74,87,42,2,0,0.638318412,0.389532607,0.792439648,0.251146654,0.573770492,0.393939394,61,33,"6-4","6-1","","","",0.626054946,0.336161952,0.745759865,0.159061415,0.5,0.233333333,48,39,0.650194249,0.377146422,0.807724508,0.210441582,0.612646264,0.341695633,0.733865651,0.196144705,0.411764706,0.235294118,21,18,1.37,3.08,-1,1,0,0,1,0,-1.16906229,-66,1320,0.637611336607347,0.383918134904553,0.782248568163767,0.268279172732753,0.641217241025311,0.383145212091608,0.774805360156709,0.265375866764362,0.58421978,0.406259183,0.745989304254011,0.247159091,0,0,0,0,0.65503465804058,0.383553939637541,0.832831069574958,0.251925982239464,0.655510516640193,0.38103577378829,0.804611295515445,0.222852875256966,0.597334334660899,0.599854757082363,0.5,0,0.681818182128099,0.636363636082645,0.592915811133917,1.37,"W",1,"Hard",65
"22","UAE",0,"Dubai","Hard",1,0,0,"A",0,"Stefanos Tsitsipas","R","GRE",20.53935661,"Gael Monfils","R","FRA",32.48459959,0,"4-6 7-6(4) 7-6(4)","SF",2,179,299,285,17,11,14,137,85,62,24,0.620437956,0.627737226,0.364341085,0.823529412,0.117647059,NA,0.6715247355,0.34986815296875,0.84401946065625,0.196635184333333,NA,0.676853227411765,0.342876854088235,0.841404024544118,0.18701889975,NA,0.642088572,0.301812385,0.815340909,0.09375,NA,0.642088572,0.301812385,0.815340909,0.09375,17,8,10,129,81,60,22,0.627906977,0.635658915,0.372262774,0.882352941,0.176470588,NA,0.647274729792683,0.385286901646342,0.813463973134146,0.267128272585366,NA,0.657095524292683,0.399438268365854,0.835245752195122,0.305521887756098,NA,0.698187615,0.357911428,0.90625,0.184659091,NA,0.698187615,0.357911428,0.90625,0.184659091,11,2965,23,1560,0.5,0.5,0.5,0.5,0.59375,0.602941176470588,0.646341463414634,0.75609756097561,"L",96,82,68,41,2,2,0.672672084468,0.341067488514,0.845164127564,0.177434770252,0.509090909090909,0.463414634146341,55,41,"4-6","7-6(4)","7-6(4)","","",0.631360289746667,0.389037701533333,0.78913065366,0.28273170618,0.536666666666667,0.686666666666667,47,36,0.670747004800926,0.339617540796296,0.821531688509259,0.168118867444444,0.649149916814815,0.40455271762963,0.822180084777778,0.314927707157407,0.49537037037037,0.805555555555556,29,22,2.05,1.78,0,1,0,0,0,0,11.94524298,-14,-1405,0.649129368501489,0.364574809837175,0.805330810465839,0.240407521514765,0.657113674836303,0.37112461627067,0.817054322093454,0.266383281151403,0.698187615,0.357911428,0.90625,0.184659091,0.698187615,0.357911428,0.90625,0.184659091,0.649261882333256,0.366425652907041,0.81642756314015,0.250671824224658,0.656524354455575,0.376223214040452,0.830234226677523,0.277113030485938,0.52120467117394,0.556347321192927,0.5,0.5,0.561307901907357,0.619217081850534,0.476516187870497,1.78,"L",0,"Hard",-12
"23","CAN",0,"Canada Masters","Hard",1,0,0,"M",1,"David Ferrer","R","ESP",35.34839151,"Jack Sock","R","USA",24.8678987,0,"7-6(7) 3-6 6-1","R32",5,140,146,88,14,7,11,98,52,37,24,0.530612245,0.62244898,0.45,0.714285714,0.357142857,NA,0.633860642,0.401917489,0.781106294,0.283783711,NA,0.647047302,0.401528312,0.801264387,0.281405434,NA,0.65,0.298507463,0.666666667,0.083333333,NA,0.65,0.298507463,0.666666667,0.083333333,14,2,7,100,54,32,23,0.54,0.55,0.37755102,0.642857143,0.285714286,NA,0.664123215,0.367119406,0.840085152,0.215916684,NA,0.669049282,0.370674881,0.848358602,0.225203768,NA,0.701492537,0.35,0.916666667,0.333333333,NA,0.701492537,0.35,0.916666667,0.333333333,33,1255,17,2335,0,1,0,1,0.594339623,0.614035088,0.681818182,0.714285714,"L",106,110,57,84,1,1,0.623301057,0.400219115,0.750487372,0.280624727,0.441176471,0.644067797,34,59,"7-6(7)","3-6","6-1","","",0.645088211,0.359365899,0.800252516,0.206269463,0.577192982,0.622807018,59,60,0.636127823,0.413178779,0.781276233,0.308475385,0.633794949,0.334772355,0.771671491,0.15002426,0.62745098,0.529411765,23,23,2.29,1.62,0,1,0,0,1,0,-10.48049281,-58,1080,0.622981104293744,0.366759963631163,0.747493928924695,0.216561392028419,0.624942354248449,0.364220105635646,0.750916629461552,0.219396741051358,0.701492537,0.35,0.916666667,0.333333333,0.701492537,0.35,0.916666667,0.333333333,0.617127800556523,0.365704674209071,0.740373174828698,0.215592358950851,0.605358980889347,0.344806152667118,0.714413482227208,0.161091142040231,0.534274193464655,0.537735848843539,1,1,0.519005848333333,0.457627118937087,0.593477262208401,1.62,"L",0,"Hard",16
"24","USA",0,"Indian Wells Masters","Hard",1,0,0,"M",1,"Kei Nishikori","R","JPN",27.18412047,"Gilles Muller","L","LUX",33.82614648,1,"6-2 6-2","R32",5,71,84,87,8,1,1,49,38,29,6,0.775510204,0.714285714,0.472727273,1,0.5,NA,0.660661922,0.40322513,0.839958978,0.297118428,NA,0.661252689,0.395302212,0.832006588,0.28412545,NA,0.68627451,0.290697674,0.875,0.133333333,NA,0.68627451,0.290697674,0.875,0.133333333,8,6,10,55,27,21,8,0.490909091,0.527272727,0.285714286,0.5,0,NA,0.694257202,0.331098967,0.872748855,0.168641716,NA,0.691147898,0.341373361,0.879586635,0.179293681,NA,0.709302326,0.31372549,0.866666667,0.125,NA,0.709302326,0.31372549,0.866666667,0.125,5,4730,28,1370,1,0,1,0,0.753846154,0.726190476,0.570093458,0.547945205,"L",130,107,84,73,1,1,0.663047257,0.404894664,0.86057457,0.293197997,0.513513514,0.538461538,37,78,"6-2","6-2","","","",0.678902956,0.300748848,0.856969905,0.121929493,0.8,0.454166667,83,62,0.650666333,0.401454937,0.835431412,0.284750922,0.670077743,0.322034391,0.850502825,0.151420715,0.753472222,0.479166667,43,33,1.24,4.03,0,1,0,0,1,1,6.64202601,3,-3360,0.632590777780284,0.333849590836204,0.746023816275919,0.167203648582855,0.636152448822524,0.340479245477414,0.755845579278314,0.177290253444993,0.709302326,0.31372549,0.866666667,0.125,0.709302326,0.31372549,0.866666667,0.125,0.626411189203387,0.312046133450602,0.745082438407327,0.124100751937552,0.625345129931081,0.331072428604464,0.749174206425235,0.153438099647527,0.430603822736894,0.430052476491316,0,0,0.362126246016711,0.388732394601579,0.511857707059007,4.03,"L",0,"Hard",-23
"25","CHN",0,"Shanghai Masters","Hard",1,0,0,"A",0,"Daniil Medvedev","R","RUS",23.65229295,"Cameron Norrie","L","GBR",24.12320329,-1,"6-3 6-1","R32",5,54,0,95,8,0,0,41,31,24,8,0.756097561,0.780487805,0.510638298,1,0.5,NA,0.662451183316176,0.394655787955882,0.826296825941176,0.283810240573529,NA,0.67532113439604,0.398246984742574,0.84228505630693,0.292907339277228,NA,0,0,0,0,NA,0,0,0,0,8,3,7,47,32,15,8,0.680851064,0.489361702,0.219512195,0.5,0,NA,0.628173186410959,0.361506374013699,0.785205809219178,0.220725621945205,NA,0.644444817977273,0.379286002318182,0.813332491568182,0.240599806522727,NA,0,0,0,0,NA,0,0,0,0,4,4965,64,910,0,0,0,0,0.698529411764706,0.762376237623762,0.479452054794521,0.522727272727273,"W",136,73,101,44,0,0,0.659521977439394,0.419406058961111,0.829255179494949,0.337831119632323,0.659574468085106,0.411764705882353,47,34,"6-3","6-1","","","",0.632512690893939,0.35232957619697,0.783981653863636,0.203547277166667,0.739393939393939,0.454545454545455,58,41,0.675781567880435,0.439684077336957,0.85144856325,0.399544616206522,0.652709260021739,0.369758487304348,0.817577108869565,0.222137197913044,0.83695652173913,0.5,30,25,1.12,6.18,0,1,0,0,0,-1,-0.47091034,-95,4055,0.646951798513621,0.385847290061552,0.789187306928535,0.265487352251225,0.640353275533578,0.381941225301429,0.777815892731179,0.264777429911724,0,0,0,0,0,0,0,0,0.651797168338797,0.398705754621166,0.80291751258551,0.301147506619597,0.646346894630451,0.402496117744613,0.793088539407978,0.328270055471686,0.592988456605387,0.593241113640343,0,0,0.619289340101523,0.626016260162602,0.615654205607477,1.12,"W",1,"Hard",60
"26","USA",0,"Cincinnati Masters","Hard",1,0,0,"M",1,"Grigor Dimitrov","R","BUL",26.2477755,"Feliciano Lopez","L","ESP",35.89869952,-1,"7-6(5) 6-4","R32",5,91,0,75,11,3,3,69,47,40,13,0.68115942,0.768115942,0.302631579,1,0.090909091,NA,0.670036935,0.377947121,0.836231223,0.230932405,NA,0.672806061,0.382710044,0.845489573,0.236714135,NA,0.689896907,0.314701552,0.841176471,0.098214286,NA,0.72,0.357798165,0.882352941,0.125,11,5,6,76,43,35,18,0.565789474,0.697368421,0.231884058,0.909090909,0,NA,0.666318014,0.346702688,0.840686385,0.179867875,NA,0.658203991,0.345734575,0.844709158,0.172411054,NA,0.685298449,0.310103093,0.901785715,0.15882353,NA,0.642201835,0.28,0.875,0.117647059,11,3070,34,1250,0.5,0.5,1,0,0.619834711,0.666666667,0.571428571,0.517241379,"W",121,105,90,58,2,1,0.672616873,0.372902348,0.83536494,0.216756063,0.607142857,0.586666667,56,75,"7-6(5)","6-4","","","",0.654728134,0.341768899,0.818054651,0.183693631,0.60515873,0.517460317,72,65,0.680286031,0.382114041,0.851434826,0.220950569,0.655541378,0.346812028,0.837308795,0.184598058,0.64,0.5,36,33,1.53,2.49,0,1,0,0,1,-1,-9.65092402,-75,1820,0.659005432504916,0.361926400042074,0.822981955840689,0.215498652277271,0.660558879263016,0.367667291564572,0.830620937420839,0.218891285708602,0.689896907,0.314701551685298,0.841176470158823,0.0982142859017857,0.72,0.357798165,0.882352941,0.125,0.663077984299646,0.362875911654789,0.819741832091416,0.209464455738134,0.66233795793786,0.368247526108665,0.821822201929258,0.208786783766177,0.520317145979154,0.563106796387124,0.5,1,0.539059738579333,0.56140350877193,0.50857598703493,1.53,"W",1,"Hard",23
